Riddick,Riddick is left for dead on a deserted planet.,https://upload.wikimedia.org/wikipedia/en/6/69/Riddick_poster.jpg,https://www.youtube.com/watch?v=iP3eFIOBU0k
Hardcore Henry,Henry is revived from an accident with no memory and must save his wife from meceneries.,https://upload.wikimedia.org/wikipedia/en/e/ed/Hardcore_%282015_film%29.jpg,https://www.youtube.com/watch?v=96EChBYVFhU
Deadpool,A rogue experiment that gives a man accelerated healing powers and a horribly disfgured face.,https://upload.wikimedia.org/wikipedia/en/4/46/Deadpool_poster.jpg,https://www.youtube.com/watch?v=9vN6DHB6bJc
The Man From Uncle,A professional thief-turned CIA agent must work on a joint mission with a KGB operative.,https://upload.wikimedia.org/wikipedia/en/e/e5/The_Man_from_U.N.C.L.E._poster.jpg,https://www.youtube.com/watch?v=CzYRlISYE8Y
Furious 7,Dominic Toretto and his crew must hunt down Deckard Shaw.,https://upload.wikimedia.org/wikipedia/en/b/b8/Furious_7_poster.jpg,https://www.youtube.com/watch?v=yISKeT6sDOg
Hateful Eight,A bounty hunter is transporting three dead bounties,https://upload.wikimedia.org/wikipedia/en/d/d4/The_Hateful_Eight.jpg,https://www.youtube.com/watch?v=gnRbXn4-Yis
